title:Just Another Team's MnK rolls - Season 19
description:Just Another Team's recommendations for Season 19. Recommended for Mouse and Keyboard.

//notes: While unfortunately Long Arm hasn’t quite stacked up as the Legendary  Dead Man’s Tale, it still shines in it’s own niche. While normally I’d suggest Rapid Hit over all others, the long reload time means that Rapid Hit falls off after only a couple of bullets reloaded. Either go into Wellspring and commit to Scout Reloaders and reload boosters, or run with Compulsive Reloader and try not go below half ammo. tags:god-pve
dimwishlist:item=3102421004&perks=1821614984,1015611457
dimwishlist:item=3102421004&perks=1821614984,1195158366

//notes: A surprising new perk - Target Lock - let Retrofit Escapade fight with some of the top options. Despite now no longer being a top option - now beaten handily by Linears - Retrofit with Target Lock is a weapon to keep an eye on if Machine Guns ever get buffed tags:god-pve
dimwishlist:item=3103325054&perks=1840239774,106909392,2308090567,2939589096
dimwishlist:item=3103325054&perks=1840239774,106909392,2308090567,365154968
dimwishlist:item=3103325054&perks=1840239774,106909392,2869569095,2939589096
dimwishlist:item=3103325054&perks=1840239774,106909392,2869569095,365154968

//notes: tags:god-pvp
dimwishlist:item=3103325054&perks=839105230,3177308360,2748258257,1523649716
dimwishlist:item=3103325054&perks=839105230,3177308360,2748258257,1890422124
dimwishlist:item=3103325054&perks=839105230,3177308360,1570042021,1523649716
dimwishlist:item=3103325054&perks=839105230,3177308360,1570042021,1890422124

//notes: A surprising new perk - Target Lock - let Retrofit Escapade fight with some of the top options. Despite now no longer being a top option - now beaten handily by Linears - Retrofit with Target Lock is a weapon to keep an eye on if Machine Guns ever get buffed tags:pve
dimwishlist:item=3103325054&perks=1840239774,106909392,2308090567,3007133316
dimwishlist:item=3103325054&perks=1840239774,106909392,2308090567,4104185692
dimwishlist:item=3103325054&perks=1840239774,106909392,2308090567,2939589096
dimwishlist:item=3103325054&perks=1840239774,106909392,2308090567,365154968
dimwishlist:item=3103325054&perks=1840239774,106909392,2308090567,859780267
dimwishlist:item=3103325054&perks=1840239774,106909392,2308090567,4049631843
dimwishlist:item=3103325054&perks=1840239774,106909392,2308090567,288411554
dimwishlist:item=3103325054&perks=1840239774,106909392,2308090567,3425386926
dimwishlist:item=3103325054&perks=1840239774,106909392,2308090567,4290541820
dimwishlist:item=3103325054&perks=1840239774,106909392,2308090567,2610012052
dimwishlist:item=3103325054&perks=1840239774,106909392,2869569095,3007133316
dimwishlist:item=3103325054&perks=1840239774,106909392,2869569095,4104185692
dimwishlist:item=3103325054&perks=1840239774,106909392,2869569095,2939589096
dimwishlist:item=3103325054&perks=1840239774,106909392,2869569095,365154968
dimwishlist:item=3103325054&perks=1840239774,106909392,2869569095,859780267
dimwishlist:item=3103325054&perks=1840239774,106909392,2869569095,4049631843
dimwishlist:item=3103325054&perks=1840239774,106909392,2869569095,288411554
dimwishlist:item=3103325054&perks=1840239774,106909392,2869569095,3425386926
dimwishlist:item=3103325054&perks=1840239774,106909392,2869569095,4290541820
dimwishlist:item=3103325054&perks=1840239774,106909392,2869569095,2610012052
dimwishlist:item=3103325054&perks=1840239774,106909392,1409206216,3007133316
dimwishlist:item=3103325054&perks=1840239774,106909392,1409206216,4104185692
dimwishlist:item=3103325054&perks=1840239774,106909392,1409206216,2939589096
dimwishlist:item=3103325054&perks=1840239774,106909392,1409206216,365154968
dimwishlist:item=3103325054&perks=1840239774,106909392,1409206216,859780267
dimwishlist:item=3103325054&perks=1840239774,106909392,1409206216,4049631843
dimwishlist:item=3103325054&perks=1840239774,106909392,1409206216,288411554
dimwishlist:item=3103325054&perks=1840239774,106909392,1409206216,3425386926
dimwishlist:item=3103325054&perks=1840239774,106909392,1409206216,4290541820
dimwishlist:item=3103325054&perks=1840239774,106909392,1409206216,2610012052
dimwishlist:item=3103325054&perks=1840239774,106909392,1583705720,3007133316
dimwishlist:item=3103325054&perks=1840239774,106909392,1583705720,4104185692
dimwishlist:item=3103325054&perks=1840239774,106909392,1583705720,2939589096
dimwishlist:item=3103325054&perks=1840239774,106909392,1583705720,365154968
dimwishlist:item=3103325054&perks=1840239774,106909392,1583705720,859780267
dimwishlist:item=3103325054&perks=1840239774,106909392,1583705720,4049631843
dimwishlist:item=3103325054&perks=1840239774,106909392,1583705720,288411554
dimwishlist:item=3103325054&perks=1840239774,106909392,1583705720,3425386926
dimwishlist:item=3103325054&perks=1840239774,106909392,1583705720,4290541820
dimwishlist:item=3103325054&perks=1840239774,106909392,1583705720,2610012052
dimwishlist:item=3103325054&perks=1840239774,1087426260,2308090567,3007133316
dimwishlist:item=3103325054&perks=1840239774,1087426260,2308090567,4104185692
dimwishlist:item=3103325054&perks=1840239774,1087426260,2308090567,2939589096
dimwishlist:item=3103325054&perks=1840239774,1087426260,2308090567,365154968
dimwishlist:item=3103325054&perks=1840239774,1087426260,2308090567,859780267
dimwishlist:item=3103325054&perks=1840239774,1087426260,2308090567,4049631843
dimwishlist:item=3103325054&perks=1840239774,1087426260,2308090567,288411554
dimwishlist:item=3103325054&perks=1840239774,1087426260,2308090567,3425386926
dimwishlist:item=3103325054&perks=1840239774,1087426260,2308090567,4290541820
dimwishlist:item=3103325054&perks=1840239774,1087426260,2308090567,2610012052
dimwishlist:item=3103325054&perks=1840239774,1087426260,2869569095,3007133316
dimwishlist:item=3103325054&perks=1840239774,1087426260,2869569095,4104185692
dimwishlist:item=3103325054&perks=1840239774,1087426260,2869569095,2939589096
dimwishlist:item=3103325054&perks=1840239774,1087426260,2869569095,365154968
dimwishlist:item=3103325054&perks=1840239774,1087426260,2869569095,859780267
dimwishlist:item=3103325054&perks=1840239774,1087426260,2869569095,4049631843
dimwishlist:item=3103325054&perks=1840239774,1087426260,2869569095,288411554
dimwishlist:item=3103325054&perks=1840239774,1087426260,2869569095,3425386926
dimwishlist:item=3103325054&perks=1840239774,1087426260,2869569095,4290541820
dimwishlist:item=3103325054&perks=1840239774,1087426260,2869569095,2610012052
dimwishlist:item=3103325054&perks=1840239774,1087426260,1409206216,3007133316
dimwishlist:item=3103325054&perks=1840239774,1087426260,1409206216,4104185692
dimwishlist:item=3103325054&perks=1840239774,1087426260,1409206216,2939589096
dimwishlist:item=3103325054&perks=1840239774,1087426260,1409206216,365154968
dimwishlist:item=3103325054&perks=1840239774,1087426260,1409206216,859780267
dimwishlist:item=3103325054&perks=1840239774,1087426260,1409206216,4049631843
dimwishlist:item=3103325054&perks=1840239774,1087426260,1409206216,288411554
dimwishlist:item=3103325054&perks=1840239774,1087426260,1409206216,3425386926
dimwishlist:item=3103325054&perks=1840239774,1087426260,1409206216,4290541820
dimwishlist:item=3103325054&perks=1840239774,1087426260,1409206216,2610012052
dimwishlist:item=3103325054&perks=1840239774,1087426260,1583705720,3007133316
dimwishlist:item=3103325054&perks=1840239774,1087426260,1583705720,4104185692
dimwishlist:item=3103325054&perks=1840239774,1087426260,1583705720,2939589096
dimwishlist:item=3103325054&perks=1840239774,1087426260,1583705720,365154968
dimwishlist:item=3103325054&perks=1840239774,1087426260,1583705720,859780267
dimwishlist:item=3103325054&perks=1840239774,1087426260,1583705720,4049631843
dimwishlist:item=3103325054&perks=1840239774,1087426260,1583705720,288411554
dimwishlist:item=3103325054&perks=1840239774,1087426260,1583705720,3425386926
dimwishlist:item=3103325054&perks=1840239774,1087426260,1583705720,4290541820
dimwishlist:item=3103325054&perks=1840239774,1087426260,1583705720,2610012052
dimwishlist:item=3103325054&perks=1840239774,3230963543,2308090567,3007133316
dimwishlist:item=3103325054&perks=1840239774,3230963543,2308090567,4104185692
dimwishlist:item=3103325054&perks=1840239774,3230963543,2308090567,2939589096
dimwishlist:item=3103325054&perks=1840239774,3230963543,2308090567,365154968
dimwishlist:item=3103325054&perks=1840239774,3230963543,2308090567,859780267
dimwishlist:item=3103325054&perks=1840239774,3230963543,2308090567,4049631843
dimwishlist:item=3103325054&perks=1840239774,3230963543,2308090567,288411554
dimwishlist:item=3103325054&perks=1840239774,3230963543,2308090567,3425386926
dimwishlist:item=3103325054&perks=1840239774,3230963543,2308090567,4290541820
dimwishlist:item=3103325054&perks=1840239774,3230963543,2308090567,2610012052
dimwishlist:item=3103325054&perks=1840239774,3230963543,2869569095,3007133316
dimwishlist:item=3103325054&perks=1840239774,3230963543,2869569095,4104185692
dimwishlist:item=3103325054&perks=1840239774,3230963543,2869569095,2939589096
dimwishlist:item=3103325054&perks=1840239774,3230963543,2869569095,365154968
dimwishlist:item=3103325054&perks=1840239774,3230963543,2869569095,859780267
dimwishlist:item=3103325054&perks=1840239774,3230963543,2869569095,4049631843
dimwishlist:item=3103325054&perks=1840239774,3230963543,2869569095,288411554
dimwishlist:item=3103325054&perks=1840239774,3230963543,2869569095,3425386926
dimwishlist:item=3103325054&perks=1840239774,3230963543,2869569095,4290541820
dimwishlist:item=3103325054&perks=1840239774,3230963543,2869569095,2610012052
dimwishlist:item=3103325054&perks=1840239774,3230963543,1409206216,3007133316
dimwishlist:item=3103325054&perks=1840239774,3230963543,1409206216,4104185692
dimwishlist:item=3103325054&perks=1840239774,3230963543,1409206216,2939589096
dimwishlist:item=3103325054&perks=1840239774,3230963543,1409206216,365154968
dimwishlist:item=3103325054&perks=1840239774,3230963543,1409206216,859780267
dimwishlist:item=3103325054&perks=1840239774,3230963543,1409206216,4049631843
dimwishlist:item=3103325054&perks=1840239774,3230963543,1409206216,288411554
dimwishlist:item=3103325054&perks=1840239774,3230963543,1409206216,3425386926
dimwishlist:item=3103325054&perks=1840239774,3230963543,1409206216,4290541820
dimwishlist:item=3103325054&perks=1840239774,3230963543,1409206216,2610012052
dimwishlist:item=3103325054&perks=1840239774,3230963543,1583705720,3007133316
dimwishlist:item=3103325054&perks=1840239774,3230963543,1583705720,4104185692
dimwishlist:item=3103325054&perks=1840239774,3230963543,1583705720,2939589096
dimwishlist:item=3103325054&perks=1840239774,3230963543,1583705720,365154968
dimwishlist:item=3103325054&perks=1840239774,3230963543,1583705720,859780267
dimwishlist:item=3103325054&perks=1840239774,3230963543,1583705720,4049631843
dimwishlist:item=3103325054&perks=1840239774,3230963543,1583705720,288411554
dimwishlist:item=3103325054&perks=1840239774,3230963543,1583705720,3425386926
dimwishlist:item=3103325054&perks=1840239774,3230963543,1583705720,4290541820
dimwishlist:item=3103325054&perks=1840239774,3230963543,1583705720,2610012052
dimwishlist:item=3103325054&perks=839105230,106909392,2308090567,3007133316
dimwishlist:item=3103325054&perks=839105230,106909392,2308090567,4104185692
dimwishlist:item=3103325054&perks=839105230,106909392,2308090567,2939589096
dimwishlist:item=3103325054&perks=839105230,106909392,2308090567,365154968
dimwishlist:item=3103325054&perks=839105230,106909392,2308090567,859780267
dimwishlist:item=3103325054&perks=839105230,106909392,2308090567,4049631843
dimwishlist:item=3103325054&perks=839105230,106909392,2308090567,288411554
dimwishlist:item=3103325054&perks=839105230,106909392,2308090567,3425386926
dimwishlist:item=3103325054&perks=839105230,106909392,2308090567,4290541820
dimwishlist:item=3103325054&perks=839105230,106909392,2308090567,2610012052
dimwishlist:item=3103325054&perks=839105230,106909392,2869569095,3007133316
dimwishlist:item=3103325054&perks=839105230,106909392,2869569095,4104185692
dimwishlist:item=3103325054&perks=839105230,106909392,2869569095,2939589096
dimwishlist:item=3103325054&perks=839105230,106909392,2869569095,365154968
dimwishlist:item=3103325054&perks=839105230,106909392,2869569095,859780267
dimwishlist:item=3103325054&perks=839105230,106909392,2869569095,4049631843
dimwishlist:item=3103325054&perks=839105230,106909392,2869569095,288411554
dimwishlist:item=3103325054&perks=839105230,106909392,2869569095,3425386926
dimwishlist:item=3103325054&perks=839105230,106909392,2869569095,4290541820
dimwishlist:item=3103325054&perks=839105230,106909392,2869569095,2610012052
dimwishlist:item=3103325054&perks=839105230,106909392,1409206216,3007133316
dimwishlist:item=3103325054&perks=839105230,106909392,1409206216,4104185692
dimwishlist:item=3103325054&perks=839105230,106909392,1409206216,2939589096
dimwishlist:item=3103325054&perks=839105230,106909392,1409206216,365154968
dimwishlist:item=3103325054&perks=839105230,106909392,1409206216,859780267
dimwishlist:item=3103325054&perks=839105230,106909392,1409206216,4049631843
dimwishlist:item=3103325054&perks=839105230,106909392,1409206216,288411554
dimwishlist:item=3103325054&perks=839105230,106909392,1409206216,3425386926
dimwishlist:item=3103325054&perks=839105230,106909392,1409206216,4290541820
dimwishlist:item=3103325054&perks=839105230,106909392,1409206216,2610012052
dimwishlist:item=3103325054&perks=839105230,106909392,1583705720,3007133316
dimwishlist:item=3103325054&perks=839105230,106909392,1583705720,4104185692
dimwishlist:item=3103325054&perks=839105230,106909392,1583705720,2939589096
dimwishlist:item=3103325054&perks=839105230,106909392,1583705720,365154968
dimwishlist:item=3103325054&perks=839105230,106909392,1583705720,859780267
dimwishlist:item=3103325054&perks=839105230,106909392,1583705720,4049631843
dimwishlist:item=3103325054&perks=839105230,106909392,1583705720,288411554
dimwishlist:item=3103325054&perks=839105230,106909392,1583705720,3425386926
dimwishlist:item=3103325054&perks=839105230,106909392,1583705720,4290541820
dimwishlist:item=3103325054&perks=839105230,106909392,1583705720,2610012052
dimwishlist:item=3103325054&perks=839105230,1087426260,2308090567,3007133316
dimwishlist:item=3103325054&perks=839105230,1087426260,2308090567,4104185692
dimwishlist:item=3103325054&perks=839105230,1087426260,2308090567,2939589096
dimwishlist:item=3103325054&perks=839105230,1087426260,2308090567,365154968
dimwishlist:item=3103325054&perks=839105230,1087426260,2308090567,859780267
dimwishlist:item=3103325054&perks=839105230,1087426260,2308090567,4049631843
dimwishlist:item=3103325054&perks=839105230,1087426260,2308090567,288411554
dimwishlist:item=3103325054&perks=839105230,1087426260,2308090567,3425386926
dimwishlist:item=3103325054&perks=839105230,1087426260,2308090567,4290541820
dimwishlist:item=3103325054&perks=839105230,1087426260,2308090567,2610012052
dimwishlist:item=3103325054&perks=839105230,1087426260,2869569095,3007133316
dimwishlist:item=3103325054&perks=839105230,1087426260,2869569095,4104185692
dimwishlist:item=3103325054&perks=839105230,1087426260,2869569095,2939589096
dimwishlist:item=3103325054&perks=839105230,1087426260,2869569095,365154968
dimwishlist:item=3103325054&perks=839105230,1087426260,2869569095,859780267
dimwishlist:item=3103325054&perks=839105230,1087426260,2869569095,4049631843
dimwishlist:item=3103325054&perks=839105230,1087426260,2869569095,288411554
dimwishlist:item=3103325054&perks=839105230,1087426260,2869569095,3425386926
dimwishlist:item=3103325054&perks=839105230,1087426260,2869569095,4290541820
dimwishlist:item=3103325054&perks=839105230,1087426260,2869569095,2610012052
dimwishlist:item=3103325054&perks=839105230,1087426260,1409206216,3007133316
dimwishlist:item=3103325054&perks=839105230,1087426260,1409206216,4104185692
dimwishlist:item=3103325054&perks=839105230,1087426260,1409206216,2939589096
dimwishlist:item=3103325054&perks=839105230,1087426260,1409206216,365154968
dimwishlist:item=3103325054&perks=839105230,1087426260,1409206216,859780267
